1,1095
2,1094
3,1097
5,1334
6,1098
7,1099
8,1335
9,1100
18,302
19,290
20,139
22,151
23,181
24,185
25,1340
27,505
28,855
29,1092
30,1102
31,1104
32,1082
33,1170
34,1130
37,1222
101,1117
102,1122
108,1113
109,1118
110,1119
116,1141
120,507
122,1178
125,1242
131,1180
132,1174
133,1172
138,260
139,1116
140,1123
141,1193
142,1198
143,1200
144,1213
145,1297
201,1152
202,1153
209,1143
210,1145
212,1110
214,1273
215,1148
216,1151
217,1115
218,1150
220,1234
221,1149
225,1083
227,1085
243,1287
245,1165
247,1167
248,300
249,514
250,523
251,1144
252,754
253,1164
254,1162
255,1175
256,1176
301,1154
302,1084
305,1159
307,70
310,1333
331,433
333,546
335,547
349,1156
401,254
405,1345
406,1240
408,1214
410,1191
414,1218
423,1205
424,1206
430,434
431,535
432,564
433,396
434,595
435,621
436,641
437,804
438,1132
439,431
440,1135
441,1136
442,1161
443,1163
444,1197
445,1188
446,1134
447,1189
448,1199
449,1203
450,1210
451,1211
452,1285
453,1219
469,1241
470,817
501,1224
503,1252
504,1338
505,1341
506,1223
507,1251
508,1226
511,1259
512,1274
513,1348
514,1257
515,1096
516,1260
523,1127
525,1255
529,1264
530,1266
534,1220
535,1229
536,1258
537,1268
538,1277
539,1275
541,1296
603,1248
606,1254
611,1107
616,1232
617,1106
619,258
620,1081
621,1108
622,1105
623,1112
624,1225
625,1230
626,1243
627,1244
628,1339
701,1235
709,1233
711,1221
712,1237
716,1236
720,1196
721,1278
753,853
754,1267
755,1245
756,1246
757,1247
758,1280
759,1281
760,1291
806,1282
810,1283
812,1289
815,1293
818,1326
825,1327
832,323
834,1330
850,463
851,903
852,920
853,921
854,1010
855,1124
856,1131
857,1294
858,1292
859,1295
901,1302
905,1315
909,1101
912,1308
914,1303
915,1318
916,977
917,893
918,710
919,1299
920,1304
921,1321
922,1305
923,1314
924,1322
925,1325
930,1307
